Current name,Current field,units,,To keep?,New name,New field,New units,Resolution,Long. Lat,Eastings Northings,Location,Project,Parameter,SuDS/GI type,All,,Weather,Rainfall,Outflow (drain gauge),Soil moisture/VWC,Soil temperature,Soil electrical conductivity,Soil tension/pressure,Water depth,Runoff simulator,Rel Humidity,Air temperature,Barometric pressure,Evapotranspiration,Wind,Wind direction,Wind speed,Power,Solar radiation,PLEXUS,Swale,UGDaMS,CACTUS,ACHILLES,Biochar,City wide,Green roof,NGIF other,Lysimeter,Ensemble,Swale,Green roof,Cell A,Cell B
GP2-10-65 (Lysimeter GP2 (UGDaMS)),Power,ml,,Y,Lysimeter 3,Power,V,15 min,"54.973499, -1.625947",,Lysimeter 3,UGDaMS,Power,Lysimeter,All,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge#@15m,ml,,Y,Lysimeter 3,Rain - 15 minutes,mm,15 min,"54.973499, -1.625948",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge#@5m,mm,,Y,Lysimeter 3,Rain - 5 minutes,mm,5 min,"54.973499, -1.625949",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Avg4,,,Y,Lysimeter 3,Rain - Hourly Average,mm,1 hour,"54.973499, -1.625950",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Avg5,,,Y,Lysimeter 3,Rain - Daily Average,mm,1 day,"54.973499, -1.625951",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Avg6,,,N,Lysimeter 3,,,,"54.973499, -1.625952",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Max4,mm,,Y,Lysimeter 3,Rain - Hourly Max,mm,1 hour,"54.973499, -1.625953",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Max5,mm,,Y,Lysimeter 3,Rain - Daily Max,mm,1 day,"54.973499, -1.625954",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Max6,mm,,Y,Lysimeter 3,Rain - Monthly Max,mm,1 month,"54.973499, -1.625955",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Std4,mm,,N,Lysimeter 3,,,,"54.973499, -1.625956",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Std5,mm,,N,Lysimeter 3,,,,"54.973499, -1.625957",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Std6,mm,,N,Lysimeter 3,,,,"54.973499, -1.625958",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-TMax4,mm,,N,Lysimeter 3,,,,"54.973499, -1.625959",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-TMax5,mm,,N,Lysimeter 3,,,,"54.973499, -1.625960",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-TMax6,mm,,N,Lysimeter 3,,,,"54.973499, -1.625961",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Tot1,mm,,Y,Lysimeter 3,Rain - Hourly Total,mm,1 hour,"54.973499, -1.625962",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Tot2,mm,,Y,Lysimeter 3,Rain - Daily Total,mm,1 day,"54.973499, -1.625963",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGauge-Tot3,mm,,Y,Lysimeter 3,Rain - Monthly Total,mm,1 month,"54.973499, -1.625964",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGaugeHourlyRainThreshold_10mm/hr#Task#Record,mm/hr,,N,Lysimeter 3,,,,"54.973499, -1.625965",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGaugeHourlyRainThreshold_5mm/hr#Task#Record,mm,,N,Lysimeter 3,,,,"54.973499, -1.625966",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RainGaugeWetDays#Task#Record,ml,,Y,Lysimeter 3,Rain - Wet Days (> 1 mm daily rainfall),mm,1 day,"54.973499, -1.625967",,Lysimeter 3,UGDaMS,Weather; Rainfall,Lysimeter,All,,Y,Y,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),Relay (1),V,,Y,Lysimeter 3,Relay Circuit - A,On/Off,-,"54.973499, -1.625968",,Lysimeter 3,UGDaMS,Runoff simulator,Lysimeter,All,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),Relay (2),mm,,Y,Lysimeter 3,Relay Circuit - B,On/Off,-,"54.973499, -1.625969",,Lysimeter 3,UGDaMS,Runoff simulator,Lysimeter,All,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),RunoffToApply1,ml,,Y,Lysimeter 3,Runoff To Apply,ml,-,"54.973499, -1.625970",,Lysimeter 3,UGDaMS,Runoff simulator,Lysimeter,All,,,,,,,,,,Y,,,,,,,,,,,,Y,,,,,,,Y,,,,,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),T8 Tensiometer,mm,,Y,Lysimeter 3,T8 Tensiometer,kPa,15 min,"54.973499, -1.625971",,Lysimeter 3,UGDaMS,Soil tension/pressure,Lysimeter,All,,,,,,,,Y,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-65 (Lysimeter GP2 (UGDaMS)),eTape,mm,,Y,Lysimeter 3,eTape,mm,15 min,"54.973499, -1.625972",,Lysimeter 3,UGDaMS,Water depth,Lysimeter,All,,,,,,,,,Y,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP1-27-21 (GP1),Outflow A (ml),ml,,Y,Lysimeter 4,Outflow A,ml,5 min,"54.973550, -1.625830",,Lysimeter 4,UGDaMS,Outflow (drain gauge),Lysimeter,All,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP1-27-21 (GP1),Outflow B (ml),ml,,Y,Lysimeter 4,Outflow B,ml,5 min,"54.973550, -1.625831",,Lysimeter 4,UGDaMS,Outflow (drain gauge),Lysimeter,All,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,Y
GP1-27-21 (GP1),Power,V,,Y,Lysimeter 4,Power,V,15 min,"54.973550, -1.625832",,Lysimeter 4,UGDaMS,Power,Lysimeter,All,,,,,,,,,,,,,,,,,,Y,,,,Y,,,,,,,Y,,,,,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_conductivity_1_20cm_road,%,,Y,Lysimeter 4,A_5TE_conductivity_1_20cm_road,mS/m,15 min,"54.973550, -1.625833",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_conductivity_2_60cm_road,%,,Y,Lysimeter 4,A_5TE_conductivity_2_60cm_road,mS/m,15 min,"54.973550, -1.625834",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_conductivity_3_75cm_road,%,,Y,Lysimeter 4,A_5TE_conductivity_3_75cm_road,mS/m,15 min,"54.973550, -1.625835",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_conductivity_4_20cm_in,%,,Y,Lysimeter 4,A_5TE_conductivity_4_20cm_in,mS/m,15 min,"54.973550, -1.625836",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_conductivity_5_60cm_in,%,,Y,Lysimeter 4,A_5TE_conductivity_5_60cm_in,mS/m,15 min,"54.973550, -1.625837",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_soilmoisture_1_20cm_road,deg C,,Y,Lysimeter 4,A_5TE_soilmoisture_1_20cm_road,%,5 min,"54.973550, -1.625838",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_soilmoisture_2_60cm_road,deg C,,Y,Lysimeter 4,A_5TE_soilmoisture_2_60cm_road,%,5 min,"54.973550, -1.625839",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_soilmoisture_3_75cm_road,deg C,,Y,Lysimeter 4,A_5TE_soilmoisture_3_75cm_road,%,5 min,"54.973550, -1.625840",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_soilmoisture_4_20cm_in,deg C,,Y,Lysimeter 4,A_5TE_soilmoisture_4_20cm_in,%,5 min,"54.973550, -1.625841",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_soilmoisture_5_60cm_in,deg C,,Y,Lysimeter 4,A_5TE_soilmoisture_5_60cm_in,%,5 min,"54.973550, -1.625842",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_temperature_1_20cm_road,mS/m,,Y,Lysimeter 4,A_5TE_temperature_1_20cm_road,°C,15 min,"54.973550, -1.625843",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_temperature_2_60cm_road,mS/m,,Y,Lysimeter 4,A_5TE_temperature_2_60cm_road,°C,15 min,"54.973550, -1.625844",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_temperature_3_75cm_road,mS/m,,Y,Lysimeter 4,A_5TE_temperature_3_75cm_road,°C,15 min,"54.973550, -1.625845",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_temperature_4_20cm_in,mS/m,,Y,Lysimeter 4,A_5TE_temperature_4_20cm_in,°C,15 min,"54.973550, -1.625846",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_5TE_temperature_5_60cm_in,mS/m,,Y,Lysimeter 4,A_5TE_temperature_5_60cm_in,°C,15 min,"54.973550, -1.625847",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_EC_100cm,Perm,,Y,Lysimeter 4,A_SoilVUE_EC_100cm,mS/m,15 min,"54.973550, -1.625848",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_EC_10cm,mS/m,,Y,Lysimeter 4,A_SoilVUE_EC_10cm,mS/m,15 min,"54.973550, -1.625849",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_EC_20cm,mS/m,,Y,Lysimeter 4,A_SoilVUE_EC_20cm,mS/m,15 min,"54.973550, -1.625850",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_EC_30cm,mS/m,,Y,Lysimeter 4,A_SoilVUE_EC_30cm,mS/m,15 min,"54.973550, -1.625851",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_EC_40cm,mS/m,,Y,Lysimeter 4,A_SoilVUE_EC_40cm,mS/m,15 min,"54.973550, -1.625852",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_EC_50cm,mS/m,,Y,Lysimeter 4,A_SoilVUE_EC_50cm,mS/m,15 min,"54.973550, -1.625853",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_EC_5cm,mS/m,,Y,Lysimeter 4,A_SoilVUE_EC_5cm,mS/m,15 min,"54.973550, -1.625854",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_EC_60cm,mS/m,,Y,Lysimeter 4,A_SoilVUE_EC_60cm,mS/m,15 min,"54.973550, -1.625855",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_EC_75cm,Perm,,Y,Lysimeter 4,A_SoilVUE_EC_75cm,mS/m,15 min,"54.973550, -1.625856",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_VWC_100cm,mS/m,,Y,Lysimeter 4,A_SoilVUE_VWC_100cm,%,5 min,"54.973550, -1.625857",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_VWC_10cm,%,,Y,Lysimeter 4,A_SoilVUE_VWC_10cm,%,5 min,"54.973550, -1.625858",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_VWC_20cm,%,,Y,Lysimeter 4,A_SoilVUE_VWC_20cm,%,5 min,"54.973550, -1.625859",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_VWC_30cm,%,,Y,Lysimeter 4,A_SoilVUE_VWC_30cm,%,5 min,"54.973550, -1.625860",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_VWC_40cm,%,,Y,Lysimeter 4,A_SoilVUE_VWC_40cm,%,5 min,"54.973550, -1.625861",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_VWC_50cm,%,,Y,Lysimeter 4,A_SoilVUE_VWC_50cm,%,5 min,"54.973550, -1.625862",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_VWC_5cm,%,,Y,Lysimeter 4,A_SoilVUE_VWC_5cm,%,5 min,"54.973550, -1.625863",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_VWC_60cm,%,,Y,Lysimeter 4,A_SoilVUE_VWC_60cm,%,5 min,"54.973550, -1.625864",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_VWC_75cm,mS/m,,Y,Lysimeter 4,A_SoilVUE_VWC_75cm,%,5 min,"54.973550, -1.625865",,Lysimeter 4,UGDaMS,Soil moisture (VWC),Lysimeter,All,,,,,Y,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_perm_100cm,deg C,,Y,Lysimeter 4,A_SoilVUE_perm_100cm,ε,15 min,"54.973550, -1.625866",,Lysimeter 4,UGDaMS, ,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_perm_10cm,Perm,,Y,Lysimeter 4,A_SoilVUE_perm_10cm,ε,15 min,"54.973550, -1.625867",,Lysimeter 4,UGDaMS, ,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_perm_20cm,Perm,,Y,Lysimeter 4,A_SoilVUE_perm_20cm,ε,15 min,"54.973550, -1.625868",,Lysimeter 4,UGDaMS, ,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_perm_30cm,Perm,,Y,Lysimeter 4,A_SoilVUE_perm_30cm,ε,15 min,"54.973550, -1.625869",,Lysimeter 4,UGDaMS, ,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_perm_40cm,Perm,,Y,Lysimeter 4,A_SoilVUE_perm_40cm,ε,15 min,"54.973550, -1.625870",,Lysimeter 4,UGDaMS, ,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_perm_50cm,Perm,,Y,Lysimeter 4,A_SoilVUE_perm_50cm,ε,15 min,"54.973550, -1.625871",,Lysimeter 4,UGDaMS, ,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_perm_5cm,Perm,,Y,Lysimeter 4,A_SoilVUE_perm_5cm,ε,15 min,"54.973550, -1.625872",,Lysimeter 4,UGDaMS, ,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_perm_60cm,Perm,,Y,Lysimeter 4,A_SoilVUE_perm_60cm,ε,15 min,"54.973550, -1.625873",,Lysimeter 4,UGDaMS, ,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_perm_75cm,deg C,,Y,Lysimeter 4,A_SoilVUE_perm_75cm,ε,15 min,"54.973550, -1.625874",,Lysimeter 4,UGDaMS, ,Lysimeter,All,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_temp_100cm,%,,Y,Lysimeter 4,A_SoilVUE_temp_100cm,°C,15 min,"54.973550, -1.625875",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_temp_10cm,deg C,,Y,Lysimeter 4,A_SoilVUE_temp_10cm,°C,15 min,"54.973550, -1.625876",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_temp_20cm,deg C,,Y,Lysimeter 4,A_SoilVUE_temp_20cm,°C,15 min,"54.973550, -1.625877",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_temp_30cm,deg C,,Y,Lysimeter 4,A_SoilVUE_temp_30cm,°C,15 min,"54.973550, -1.625878",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_temp_40cm,deg C,,Y,Lysimeter 4,A_SoilVUE_temp_40cm,°C,15 min,"54.973550, -1.625879",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_temp_50cm,deg C,,Y,Lysimeter 4,A_SoilVUE_temp_50cm,°C,15 min,"54.973550, -1.625880",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_temp_5cm,deg C,,Y,Lysimeter 4,A_SoilVUE_temp_5cm,°C,15 min,"54.973550, -1.625881",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_temp_60cm,deg C,,Y,Lysimeter 4,A_SoilVUE_temp_60cm,°C,15 min,"54.973550, -1.625882",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),A_SoilVUE_temp_75cm,%,,Y,Lysimeter 4,A_SoilVUE_temp_75cm,°C,15 min,"54.973550, -1.625883",,Lysimeter 4,UGDaMS,Soil temperature,Lysimeter,All,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,Y,
GP2-10-67 (Lysimeter GP2 (UGDaMS)),B_5TE_conductivity_1_20cm_usb,%,,Y,Lysimeter 4,B_5TE_conductivity_1_20cm_usb,mS/m,15 min,"54.973550, -1.625884",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,Y
GP2-10-67 (Lysimeter GP2 (UGDaMS)),B_5TE_conductivity_2_60cm_usb,%,,Y,Lysimeter 4,B_5TE_conductivity_2_60cm_usb,mS/m,15 min,"54.973550, -1.625885",,Lysimeter 4,UGDaMS,Soil electrical conductivity,Lysimeter,All,,,,,,,Y,,,,,,,,,,,,,,,Y,,,,,,,Y,,,,,Y
